movement_id,sku_id,warehouse_id,warehouse_city,region,movement_type,supplier_id,customer_id,movement_date,expected_date,quantity,unit_cost,stock_before,stock_after,status
MOV002677,SKU_0050,WH_01,Bengaluru,South,Adjustment,,,2026-01-30,2026-01-30,407,1125.01,3828,3421,Discrepancy
MOV001369,SKU_0138,WH_02,Mumbai,West,Inbound,SUP_03,,2026-02-15,2026-02-16,133,1541.93,2982,3115,Completed
MOV001508,SKU_0101,WH_05,Hyderabad,South,Adjustment,,,2026-02-13,2026-02-15,334,97.58,2854,3188,Completed
MOV003215,SKU_0141,WH_06,Pune,West,Inbound,SUP_04,,2026-06-20,2026-06-21,419,1387.23,149,568,Completed
MOV003077,SKU_0214,WH_06,Pune,West,Outbound,,CUST_037,2026-04-07,2026-04-08,84,1604.24,4066,3982,Completed
MOV002261,SKU_0233,WH_02,Mumbai,West,Transfer,,,2026-04-21,2026-04-23,420,1612.33,3947,3527,Completed
MOV004731,SKU_0076,WH_03,Delhi,North,Return,,,2026-04-13,2026-04-13,280,306.96,4059,4339,Completed
MOV001812,SKU_0288,WH_02,Mumbai,West,Transfer,,,2026-02-18,2026-02-19,179,764.95,2739,2560,Completed
MOV000135,SKU_0049,WH_05,Hyderabad,South,Outbound,,CUST_097,2026-02-06,2026-02-06,110,1450.46,1039,929,Completed
MOV003276,SKU_0150,WH_05,Hyderabad,South,Outbound,,CUST_048,2026-05-28,2026-05-29,46,184.19,4882,4836,Completed
MOV001196,SKU_0199,WH_02,Mumbai,West,Transfer,,,2026-04-15,2026-04-16,11,1089.45,2276,2265,Completed
MOV001792,SKU_0033,WH_06,Pune,West,Outbound,,CUST_060,2026-05-30,2026-05-30,441,1348.3,861,420,Discrepancy
MOV004144,SKU_0208,WH_06,Pune,West,Outbound,,CUST_003,2026-02-03,2026-02-03,485,135.92,1201,716,Completed
MOV001973,SKU_0199,WH_03,Delhi,North,Adjustment,,,2026-05-31,2026-06-03,326,1950.32,1380,1706,Completed
MOV002057,SKU_0105,WH_01,Bengaluru,South,Adjustment,,,2026-03-20,2026-03-22,357,271.83,1168,1525,Completed
MOV000209,SKU_0013,WH_06,Pune,West,Transfer,,,2026-04-29,2026-04-30,434,831.03,800,366,Completed
MOV003734,SKU_0077,WH_01,Bengaluru,South,Outbound,,CUST_048,2026-01-30,2026-01-31,365,748.83,1693,1328,Completed
MOV001085,SKU_0040,WH_05,Hyderabad,South,Return,,,2026-04-18,2026-04-21,62,1428.22,3053,3115,Completed
MOV003668,SKU_0054,WH_05,Hyderabad,South,Inbound,SUP_10,,2026-03-29,2026-03-30,73,57.54,769,842,Completed
MOV001416,SKU_0253,WH_02,Mumbai,West,Inbound,SUP_05,,2026-06-01,2026-06-03,313,1416.32,3811,4124,Completed
MOV004283,SKU_0104,WH_01,Bengaluru,South,Inbound,SUP_09,,2026-06-14,2026-06-14,420,14956.19,4545,4965,Completed
MOV000192,SKU_0288,WH_05,Hyderabad,South,Inbound,SUP_04,,2026-04-18,2026-04-21,206,908.32,4812,5018,Completed
MOV003098,SKU_0193,WH_02,Mumbai,West,Outbound,,CUST_055,2026-02-17,2026-02-17,372,356.38,252,-120,Completed
MOV000447,SKU_0255,WH_05,Hyderabad,South,Outbound,,CUST_044,2026-01-25,2026-01-27,195,1921.57,1149,954,Completed
MOV004185,SKU_0001,WH_01,Bengaluru,South,Transfer,,,2026-06-03,2026-06-04,439,1243.97,4648,4209,Completed
MOV002380,SKU_0256,WH_05,Hyderabad,South,Return,,,2026-06-03,2026-06-04,64,1558.7,3808,3872,Completed
MOV003377,SKU_0251,WH_01,Bengaluru,South,Outbound,,CUST_092,2026-05-04,2026-05-06,407,1086.78,1457,1050,Completed
MOV001523,SKU_0276,WH_03,Delhi,North,Inbound,SUP_05,,2026-02-06,2026-02-07,87,1407.95,2825,2912,Completed
MOV003495,SKU_0081,WH_01,Bengaluru,South,Return,,,2026-04-16,2026-04-17,415,1022.89,983,1398,Completed
MOV004867,SKU_0210,WH_02,Mumbai,West,Outbound,,CUST_045,2026-06-25,2026-06-27,69,1992.82,3531,3462,Completed
MOV002485,SKU_0097,WH_03,Delhi,North,Outbound,,CUST_057,2026-03-17,,421,1406.75,1504,1083,Completed
MOV003788,SKU_0271,WH_02,Mumbai,West,Inbound,SUP_04,,2026-03-27,2026-03-29,52,1512.85,292,344,Completed
MOV003467,SKU_0233,WH_05,Hyderabad,South,Adjustment,,,2026-05-12,2026-05-12,494,968.58,863,369,Completed
MOV004332,SKU_0191,WH_04,Kolkata,East,Outbound,,CUST_050,2026-01-24,2026-01-25,72,536.1,666,,Completed
MOV002616,SKU_0089,WH_05,Hyderabad,South,Outbound,,CUST_007,2026-04-06,2026-04-09,221,129.84,3303,3082,Completed
MOV004303,SKU_0132,WH_06,Pune,West,Adjustment,,,2026-06-10,2026-06-10,297,231.35,282,-15,Completed
MOV000905,SKU_0067,WH_04,Kolkata,East,Outbound,,CUST_038,2026-06-27,2026-06-27,43,1433.18,4581,,Completed
MOV003326,SKU_0221,WH_02,Mumbai,West,Outbound,,CUST_011,2026-03-10,2026-03-10,363,534.0,4554,4191,Completed
MOV001621,SKU_0065,WH_06,Pune,West,Outbound,,CUST_072,2026-02-06,2026-02-06,80,677.12,1516,-166,Completed
MOV004113,SKU_0017,WH_02,Mumbai,West,Return,,,2026-04-18,2026-04-21,369,110.13,634,1003,Completed
MOV002280,SKU_0115,WH_03,Delhi,North,Inbound,SUP_01,,2026-04-14,2026-04-14,144,280.19,1202,1346,Completed
MOV001250,SKU_0001,WH_02,Mumbai,West,Outbound,,CUST_073,2026-03-29,2026-03-29,78,1673.11,1517,1439,Completed
MOV002830,SKU_0260,WH_03,Delhi,North,Inbound,SUP_11,,2026-02-21,2026-02-21,165,1951.08,3313,3478,Completed
MOV004116,SKU_0078,WH_03,Delhi,North,Outbound,,CUST_099,2026-04-15,2026-04-17,258,300.99,75,-183,Completed
MOV003145,SKU_0118,WH_05,Hyderabad,South,Return,,,2026-01-14,2026-01-17,291,611.13,4456,4747,Completed
MOV002724,SKU_0017,WH_05,Hyderabad,South,Return,,,2026-06-10,2026-06-12,466,1984.64,2951,3417,Completed
MOV004239,SKU_0213,WH_05,Hyderabad,South,Return,,,2026-05-23,2026-05-25,328,1417.6,1348,,Cancelled
MOV002559,SKU_0230,WH_05,Hyderabad,South,Outbound,,CUST_077,2026-01-22,2026-01-24,79,286.13,3530,3451,Completed
MOV001950,SKU_0188,WH_03,Delhi,North,Transfer,,,2026-03-28,2026-03-30,58,171.85,4929,4871,Discrepancy
MOV002314,SKU_0046,WH_04,Kolkata,East,Outbound,,CUST_090,2026-03-12,2026-03-14,173,607.67,2259,,Completed
MOV001048,SKU_0180,WH_05,Hyderabad,South,Inbound,SUP_04,,2026-01-28,2026-01-29,164,1038.25,210,374,Completed
MOV000248,SKU_0090,WH_03,Delhi,North,Return,,,2026-05-20,2026-05-20,389,370.9,2195,2584,Completed
MOV002955,SKU_0078,WH_02,Mumbai,West,Inbound,SUP_02,,2026-05-03,2026-05-03,99,908.11,4416,4515,Completed
MOV004139,SKU_0107,WH_03,Delhi,North,Inbound,SUP_06,,2026-04-04,2026-04-07,417,1331.27,1107,1524,Completed
MOV000975,SKU_0095,WH_01,Bengaluru,South,Outbound,,CUST_089,2026-06-14,2026-06-14,490,1806.77,2240,1750,Pending
MOV002181,SKU_0198,WH_01,Bengaluru,South,Outbound,,CUST_012,2026-01-15,2026-01-15,75,503.88,1424,1349,Completed
MOV000587,SKU_0265,WH_05,Hyderabad,South,Outbound,,CUST_088,2026-06-15,2026-06-15,336,574.43,59,-277,Completed
MOV003578,SKU_0142,WH_02,Mumbai,West,Inbound,SUP_06,,2026-05-15,2026-05-16,147,444.53,2961,3108,Completed
MOV002473,SKU_0277,WH_02,Mumbai,West,Outbound,,CUST_027,2026-03-12,2026-03-14,492,256.63,4409,3917,Completed
MOV004646,SKU_0024,WH_06,Pune,West,Outbound,,CUST_060,2026-05-15,2026-05-17,140,1788.3,2293,2153,Completed
MOV000012,SKU_0032,WH_02,Mumbai,West,Inbound,SUP_04,,2026-04-23,2026-04-24,57,713.1,430,487,Completed
MOV000660,SKU_0142,WH_05,Hyderabad,South,Outbound,,CUST_080,2026-02-04,2026-02-07,10,1270.69,704,694,Discrepancy
MOV001794,SKU_0125,WH_04,Kolkata,East,Transfer,,,2026-05-07,2026-05-08,91,1032.93,2342,,Completed
MOV001657,SKU_0063,WH_03,Delhi,North,Outbound,,CUST_020,2026-01-29,2026-01-30,284,1340.24,751,,Cancelled
MOV002189,SKU_0087,WH_01,Bengaluru,South,Adjustment,,,2026-01-07,2026-01-07,365,1114.77,1480,1115,Completed
MOV004902,SKU_0164,WH_01,Bengaluru,South,Inbound,SUP_09,,2026-05-23,,426,9284.04,110,536,Completed
MOV004900,SKU_0193,WH_05,Hyderabad,South,Outbound,,CUST_038,2026-04-26,2026-04-29,315,310.04,1845,1530,Completed
MOV003372,SKU_0217,WH_03,Delhi,North,Adjustment,,,2026-05-14,2026-05-17,270,314.8,1878,2148,Completed
MOV003412,SKU_0130,WH_04,Kolkata,East,Transfer,,,2026-02-27,2026-02-27,73,447.65,1628,,Completed
MOV002150,SKU_0222,WH_06,Pune,West,Outbound,,CUST_043,2026-01-07,2026-01-08,22,1165.09,3333,3311,Completed
MOV004855,SKU_0144,WH_06,Pune,West,Outbound,,CUST_019,2026-03-14,2026-03-17,316,59.72,149,-167,Completed
MOV000755,SKU_0163,WH_06,Pune,West,Inbound,SUP_05,,2026-01-07,,387,1446.91,2407,,Cancelled
MOV002925,SKU_0223,WH_06,Pune,West,Inbound,SUP_03,,2026-03-02,2026-03-02,75,352.81,1117,1192,Completed
MOV002945,SKU_0300,WH_02,Mumbai,West,Inbound,SUP_10,,2026-05-16,2026-05-17,403,1240.08,2903,3306,Discrepancy
MOV002433,SKU_0152,WH_05,Hyderabad,South,Adjustment,,,2026-04-10,2026-04-12,322,1019.22,4633,4955,Completed
MOV000437,SKU_0294,WH_05,Hyderabad,South,Outbound,,CUST_036,2026-01-22,2026-01-25,477,1665.86,380,-97,Completed
MOV003036,SKU_0009,WH_04,Kolkata,East,Outbound,,CUST_046,2026-04-11,2026-04-13,274,1400.95,2429,,Cancelled
MOV002489,SKU_0209,WH_04,Kolkata,East,Outbound,,CUST_081,2026-06-24,2026-06-25,110,1899.56,667,,Completed
MOV002396,SKU_0132,WH_04,Kolkata,East,Transfer,,,2026-06-02,2026-06-03,494,976.79,4997,,Completed
MOV000468,SKU_0290,WH_05,Hyderabad,South,Inbound,SUP_09,,2026-02-22,2026-02-25,373,6721.46,4181,4554,Completed
MOV002777,SKU_0133,WH_02,Mumbai,West,Outbound,,CUST_090,2026-05-12,2026-05-14,163,1487.3,1965,1802,Completed
MOV000537,SKU_0270,WH_04,Kolkata,East,Inbound,SUP_02,,2026-04-14,2026-04-14,255,1476.42,4133,,Completed
MOV002278,SKU_0193,WH_03,Delhi,North,Adjustment,,,2026-04-02,2026-04-04,275,1911.43,4479,4754,Completed
MOV001575,SKU_0030,WH_04,Kolkata,East,Outbound,,CUST_073,2026-06-02,2026-06-05,497,975.71,278,,Completed
MOV001630,SKU_0277,WH_03,Delhi,North,Inbound,SUP_11,,2026-01-08,2026-01-08,41,1974.47,2133,2174,Completed
MOV002386,SKU_0036,WH_03,Delhi,North,Inbound,SUP_07,,2026-04-07,2026-04-09,234,841.75,2564,2798,Completed
MOV003892,SKU_0290,WH_02,Mumbai,West,Return,,,2026-01-21,2026-01-22,253,1914.47,61,314,Completed
MOV002277,SKU_0261,WH_04,Kolkata,East,Outbound,,CUST_048,2026-03-01,2026-03-02,387,1340.37,661,274,Completed
MOV001506,SKU_0060,WH_05,Hyderabad,South,Outbound,,CUST_074,2026-04-15,2026-04-17,451,70.45,4705,4254,Completed
MOV004233,SKU_0157,WH_05,Hyderabad,South,Inbound,SUP_03,,2026-01-26,2026-01-26,177,907.7,4780,4957,Discrepancy
MOV003281,SKU_0019,WH_05,Hyderabad,South,Outbound,,CUST_021,2026-02-02,2026-02-05,409,1833.34,4371,3962,Completed
MOV002645,SKU_0084,WH_01,Bengaluru,South,Outbound,,CUST_077,2026-06-19,2026-06-21,254,1304.2,4843,4589,Completed
MOV003283,SKU_0121,WH_04,Kolkata,East,Outbound,,CUST_018,2026-06-30,2026-07-02,93,1954.53,1153,,Completed
MOV004111,SKU_0007,WH_03,Delhi,North,Return,,,2026-01-16,2026-01-18,122,1410.16,4828,,Cancelled
MOV000066,SKU_0075,WH_04,Kolkata,East,Inbound,SUP_01,,2026-06-02,2026-06-03,213,151.09,492,,Completed
MOV003296,SKU_0209,WH_06,Pune,West,Transfer,,,2026-02-04,2026-02-06,260,635.8,1664,1404,Completed
MOV004086,SKU_0214,WH_03,Delhi,North,Outbound,,CUST_061,2026-04-09,,58,1800.74,2405,,Cancelled
MOV001733,SKU_0251,WH_04,Kolkata,East,Transfer,,,2026-05-11,2026-05-14,426,1379.58,1549,1123,Discrepancy
MOV001099,SKU_0173,WH_05,Hyderabad,South,Outbound,,CUST_043,2026-05-17,2026-05-20,38,1117.98,3449,3411,Discrepancy
MOV002840,SKU_0246,WH_05,Hyderabad,South,Inbound,SUP_06,,2026-01-29,2026-01-29,304,1903.23,1198,1502,Completed
MOV001165,SKU_0212,WH_05,Hyderabad,South,Transfer,,,2026-02-10,2026-02-11,352,1305.23,3878,3526,Completed
MOV004813,SKU_0177,WH_04,Kolkata,East,Inbound,SUP_06,,2026-05-03,2026-05-05,193,1032.52,4362,,Completed
MOV004044,SKU_0076,WH_04,Kolkata,East,Adjustment,,,2026-06-07,2026-06-09,331,1598.46,4585,,Completed
MOV003557,SKU_0222,WH_05,Hyderabad,South,Return,,,2026-02-21,2026-02-22,381,512.01,2772,3153,Completed
MOV000216,SKU_0071,WH_02,Mumbai,West,Transfer,,,2026-05-05,2026-05-08,122,1425.96,48,-74,Completed
MOV003430,SKU_0265,WH_01,Bengaluru,South,Inbound,SUP_03,,2026-02-18,2026-02-19,226,119.49,2231,2457,Completed
MOV002592,SKU_0296,WH_02,Mumbai,West,Inbound,SUP_04,,2026-03-22,2026-03-22,180,1899.69,4979,,Cancelled
MOV001663,SKU_0136,WH_01,Bengaluru,South,Inbound,SUP_05,,2026-03-25,2026-03-26,324,661.07,3681,,Cancelled
MOV003302,SKU_0034,WH_01,Bengaluru,South,Inbound,SUP_04,,2026-02-23,2026-02-23,232,969.04,3993,4225,Completed
MOV003805,SKU_0031,WH_04,Kolkata,East,Outbound,,CUST_087,2026-01-18,2026-01-18,235,127.68,4573,,Completed
MOV002915,SKU_0057,WH_02,Mumbai,West,Adjustment,,,2026-05-29,2026-06-01,375,169.91,2452,2077,Completed
MOV000978,SKU_0122,WH_04,Kolkata,East,Outbound,,CUST_018,2026-01-05,2026-01-06,409,898.17,1320,,Completed
MOV000820,SKU_0232,WH_03,Delhi,North,Inbound,SUP_02,,2026-06-13,2026-06-15,182,1585.0,4382,4564,Completed
MOV004965,SKU_0258,WH_04,Kolkata,East,Outbound,,CUST_031,2026-03-26,2026-03-28,333,59.15,4095,,Completed
MOV002944,SKU_0226,WH_02,Mumbai,West,Outbound,,CUST_053,2026-04-01,2026-04-02,31,125.07,4416,4385,Completed
MOV003976,SKU_0009,WH_04,Kolkata,East,Adjustment,,,2026-05-19,2026-05-22,355,872.82,343,,Completed
MOV003795,SKU_0221,WH_01,Bengaluru,South,Outbound,,CUST_055,2026-04-26,2026-04-29,41,1552.96,4945,4904,Completed
MOV000232,SKU_0038,WH_04,Kolkata,East,Inbound,SUP_09,,2026-05-21,2026-05-21,321,21574.44,836,,Completed
MOV002659,SKU_0182,WH_04,Kolkata,East,Return,,,,2026-01-06,198,1668.94,618,,Completed
MOV004639,SKU_0185,WH_03,Delhi,North,Outbound,,CUST_092,2026-02-27,2026-02-27,346,1856.38,694,348,Completed
MOV004756,SKU_0141,WH_01,Bengaluru,South,Return,,,2026-06-23,2026-06-25,275,1563.31,2764,3039,Discrepancy
MOV002663,SKU_0164,WH_03,Delhi,North,Inbound,SUP_01,,2026-02-17,2026-02-18,71,1821.58,4345,4416,Completed
MOV001141,SKU_0026,WH_04,Kolkata,East,Outbound,,CUST_035,2026-06-14,2026-06-15,306,489.19,4209,,Discrepancy
MOV000625,SKU_0026,WH_05,Hyderabad,South,Inbound,SUP_09,,2026-05-16,2026-05-19,49,11306.97,4361,4410,Completed
MOV002872,SKU_0120,WH_02,Mumbai,West,Inbound,SUP_07,,2026-03-08,2026-03-09,9,1045.99,2143,2152,Completed
MOV003790,SKU_0151,WH_01,Bengaluru,South,Outbound,,CUST_038,2026-03-01,2026-03-01,81,287.47,1876,1795,Discrepancy
MOV003132,SKU_0018,WH_03,Delhi,North,Adjustment,,,2026-03-12,,371,540.76,2322,1951,Completed
MOV001142,SKU_0020,WH_03,Delhi,North,Inbound,SUP_05,,2026-06-27,2026-06-30,68,466.45,2425,2493,Completed
MOV001189,SKU_0149,WH_04,Kolkata,East,Outbound,,CUST_063,2026-05-16,2026-05-17,430,1987.56,3066,2636,Completed
MOV004835,SKU_0041,WH_01,Bengaluru,South,Outbound,,CUST_079,2026-05-12,2026-05-15,82,1545.76,787,705,Completed
MOV003402,SKU_0265,WH_03,Delhi,North,Inbound,SUP_08,,2026-01-19,2026-01-21,53,1071.9,1048,1101,Completed
MOV000111,SKU_0290,WH_02,Mumbai,West,Transfer,,,2026-01-24,,88,900.31,4288,4200,Completed
MOV000843,SKU_0043,WH_05,Hyderabad,South,Outbound,,CUST_091,2026-02-03,2026-02-05,40,374.8,3737,3697,Discrepancy
MOV004537,SKU_0132,WH_05,Hyderabad,South,Inbound,SUP_11,,2026-01-06,2026-01-07,267,1770.78,4378,4645,Completed
MOV002399,SKU_0135,WH_02,Mumbai,West,Outbound,,CUST_024,2026-06-11,2026-06-14,168,543.12,1423,1255,Completed
MOV002158,SKU_0199,WH_01,Bengaluru,South,Outbound,,CUST_089,2026-04-13,2026-04-15,469,1467.09,1875,1406,Completed
MOV003291,SKU_0251,WH_05,Hyderabad,South,Outbound,,CUST_057,2026-01-02,2026-01-04,309,104.08,956,,Cancelled
MOV003335,SKU_0178,WH_01,Bengaluru,South,Inbound,SUP_04,,2026-03-08,2026-03-11,152,207.51,1146,,Cancelled
MOV000812,SKU_0187,WH_04,Kolkata,East,Return,,,2026-04-20,2026-04-23,321,513.54,1453,,Completed
MOV000005,SKU_0125,WH_01,Bengaluru,South,Outbound,,CUST_068,2026-05-07,2026-05-09,374,925.23,4988,4614,Discrepancy
MOV000448,SKU_0092,WH_03,Delhi,North,Transfer,,,2026-03-23,2026-03-24,235,291.79,2328,2093,Completed
MOV001595,SKU_0085,WH_05,Hyderabad,South,Outbound,,CUST_044,2026-02-04,2026-02-05,397,1389.27,3871,3474,Completed
MOV000538,SKU_0156,WH_01,Bengaluru,South,Outbound,,CUST_054,2026-06-20,2026-06-22,343,1844.15,3887,,Cancelled
MOV001859,SKU_0001,WH_05,Hyderabad,South,Transfer,,,2026-01-11,2026-01-14,211,531.59,3223,3012,Completed
MOV001377,SKU_0220,WH_04,Kolkata,East,Outbound,,CUST_078,2026-04-06,2026-04-08,346,1136.21,3193,,Completed
MOV001873,SKU_0188,WH_03,Delhi,North,Return,,,2026-06-13,2026-06-16,19,1722.37,666,685,Completed
MOV001183,SKU_0223,WH_05,Hyderabad,South,Outbound,,CUST_020,2026-05-09,2026-05-10,305,1876.91,88,-217,Completed
MOV004297,SKU_0144,WH_01,Bengaluru,South,Outbound,,CUST_069,2026-05-16,2026-05-19,125,1863.15,3991,3866,Completed
MOV001573,SKU_0138,WH_03,Delhi,North,Return,,,2026-03-01,2026-03-01,263,1755.97,4880,5143,Completed
MOV001082,SKU_0214,WH_06,Pune,West,Outbound,,CUST_012,2026-05-01,2026-05-04,470,1121.44,157,-313,Completed
MOV004016,SKU_0208,WH_03,Delhi,North,Inbound,SUP_10,,2026-04-27,2026-04-27,478,1090.35,3467,3945,Completed
MOV003887,SKU_0140,WH_02,Mumbai,West,Transfer,,,2026-04-03,2026-04-05,444,1340.09,3845,-100,Pending
MOV003634,SKU_0228,WH_02,Mumbai,West,Adjustment,,,2026-04-07,2026-04-10,495,937.93,428,-67,Discrepancy
MOV004805,SKU_0099,WH_04,Kolkata,East,Adjustment,,,2026-05-20,2026-05-20,395,1840.04,3737,,Completed
MOV002235,SKU_0095,WH_04,Kolkata,East,Inbound,SUP_07,,2026-05-22,2026-05-23,180,1253.01,1222,,Completed
MOV002167,SKU_0194,WH_03,Delhi,North,Outbound,,CUST_029,2026-06-21,2026-06-23,481,1276.67,1372,891,Discrepancy
MOV003404,SKU_0147,WH_05,Hyderabad,South,Transfer,,,2026-03-01,2026-03-04,156,1112.62,2459,2303,Completed
MOV001090,SKU_0130,WH_06,Pune,West,Inbound,SUP_03,,2026-04-03,2026-04-04,56,1044.17,104,,Cancelled
MOV003927,SKU_0122,WH_06,Pune,West,Return,,,2026-06-03,2026-06-06,307,1070.29,3022,3329,Completed
MOV004638,SKU_0027,WH_04,Kolkata,East,Transfer,,,2026-02-21,2026-02-24,116,569.07,3752,,Cancelled
MOV000045,SKU_0236,WH_04,Kolkata,East,Return,,,2026-01-20,2026-01-23,467,1383.21,382,,Completed
MOV002177,SKU_0169,WH_05,Hyderabad,South,Outbound,,CUST_008,2026-01-08,2026-01-08,437,1626.29,1251,814,Completed
MOV002917,SKU_0249,WH_01,Bengaluru,South,Outbound,,CUST_016,2026-05-17,,297,823.39,397,,Cancelled
MOV004459,SKU_0108,WH_06,Pune,West,Outbound,,CUST_070,2026-03-24,2026-03-27,163,710.07,141,-22,Completed
MOV000705,SKU_0126,WH_02,Mumbai,West,Outbound,,CUST_090,2026-06-24,2026-06-26,43,1630.15,4040,3997,Completed
MOV000891,SKU_0237,WH_06,Pune,West,Transfer,,,2026-01-07,2026-01-09,263,746.66,4401,4138,Completed
MOV004577,SKU_0230,WH_05,Hyderabad,South,Transfer,,,,2026-06-22,305,655.58,3857,3552,Completed
MOV003224,SKU_0110,WH_05,Hyderabad,South,Outbound,,CUST_013,2026-05-18,2026-05-20,361,269.53,3932,3571,Completed
MOV000060,SKU_0235,WH_01,Bengaluru,South,Outbound,,CUST_006,2026-01-01,2026-01-02,120,1160.3,307,187,Completed
MOV001480,SKU_0064,WH_03,Delhi,North,Inbound,SUP_08,,2026-01-05,2026-01-08,210,103.03,2341,2551,Completed
MOV002727,SKU_0050,WH_03,Delhi,North,Inbound,SUP_11,,2026-05-08,2026-05-09,466,907.27,4474,4940,Completed
MOV000057,SKU_0269,WH_02,Mumbai,West,Outbound,,CUST_044,2026-01-16,2026-01-19,143,1169.85,2950,2807,Completed
MOV002271,SKU_0058,WH_05,Hyderabad,South,Return,,,2026-03-11,2026-03-13,470,806.16,3005,3475,Discrepancy
MOV003957,SKU_0149,WH_05,Hyderabad,South,Inbound,SUP_09,,2026-04-13,2026-04-16,123,10877.31,3817,3940,Discrepancy
MOV000120,SKU_0125,WH_04,Kolkata,East,Transfer,,,2026-05-31,2026-06-03,434,495.7,4782,,Pending
MOV000800,SKU_0198,WH_03,Delhi,North,Outbound,,CUST_003,2026-02-28,2026-03-03,333,1247.07,4063,3730,Pending
MOV003954,SKU_0078,WH_02,Mumbai,West,Inbound,SUP_04,,2026-04-19,2026-04-21,200,1356.34,463,663,Pending
MOV004584,SKU_0262,WH_03,Delhi,North,Outbound,,CUST_025,2026-04-27,2026-04-28,6,536.11,3718,3712,Pending
MOV001053,SKU_0070,WH_04,Kolkata,East,Outbound,,CUST_002,2026-05-18,2026-05-21,325,946.91,117,,Completed
MOV004354,SKU_0159,WH_02,Mumbai,West,Outbound,,CUST_036,2026-02-14,2026-02-16,273,1071.85,4313,4040,Completed
MOV002765,SKU_0288,WH_06,Pune,West,Transfer,,,2026-02-22,2026-02-23,73,1905.1,908,835,Completed
MOV002957,SKU_0194,WH_06,Pune,West,Outbound,,CUST_082,2026-04-29,2026-04-30,388,1156.13,2077,1689,Pending
MOV001349,SKU_0110,WH_04,Kolkata,East,Outbound,,CUST_023,2026-04-04,2026-04-05,101,1914.94,1500,,Completed
MOV004708,SKU_0165,WH_06,Pune,West,Inbound,SUP_10,,2026-03-28,2026-03-30,239,1730.55,4472,4711,Completed
MOV000197,SKU_0052,WH_01,Bengaluru,South,Inbound,SUP_09,,2026-05-06,2026-05-09,314,9965.81,102,416,Completed
MOV001036,SKU_0073,WH_05,Hyderabad,South,Inbound,SUP_06,,2026-02-26,2026-02-26,194,1191.69,596,790,Completed
MOV004059,SKU_0012,WH_05,Hyderabad,South,Outbound,,CUST_016,2026-03-14,2026-03-17,412,867.71,3450,3038,Completed
MOV000105,SKU_0275,WH_04,Kolkata,East,Outbound,,CUST_068,2026-06-28,2026-06-28,440,101.71,1915,,Completed
MOV004626,SKU_0151,WH_06,Pune,West,Return,,,2026-03-15,2026-03-16,270,1538.97,1064,1334,Completed
MOV002374,SKU_0005,WH_06,Pune,West,Inbound,SUP_04,,2026-02-01,2026-02-02,228,178.45,2815,3043,Completed
MOV002008,SKU_0286,WH_04,Kolkata,East,Outbound,,CUST_011,2026-02-10,2026-02-12,203,919.68,1512,,Completed
MOV001354,SKU_0032,WH_04,Kolkata,East,Outbound,,CUST_074,2026-04-16,2026-04-16,67,650.18,3514,,Discrepancy
MOV004174,SKU_0120,WH_05,Hyderabad,South,Inbound,SUP_09,,2026-03-20,2026-03-21,230,6764.76,3361,3591,Completed
MOV000653,SKU_0211,WH_01,Bengaluru,South,Outbound,,CUST_068,2026-02-17,2026-02-18,70,1734.58,1229,1159,Completed
MOV000001,SKU_0166,WH_02,Mumbai,West,Outbound,,CUST_007,2026-01-19,2026-01-19,188,1186.44,4156,3968,Completed
MOV003654,SKU_0177,WH_02,Mumbai,West,Transfer,,,2026-06-03,2026-06-03,311,974.14,4659,4348,Completed
MOV003701,SKU_0298,WH_02,Mumbai,West,Return,,,2026-06-01,2026-06-03,128,1881.95,392,520,Discrepancy
MOV002291,SKU_0069,WH_01,Bengaluru,South,Outbound,,CUST_060,2026-04-06,2026-04-09,284,1775.62,1799,1515,Completed
MOV004862,SKU_0213,WH_02,Mumbai,West,Return,,,2026-05-29,2026-05-30,277,1633.39,4939,5216,Completed
MOV004695,SKU_0136,WH_05,Hyderabad,South,Transfer,,,2026-04-05,2026-04-06,333,1174.8,1826,1493,Completed
MOV003087,SKU_0300,WH_01,Bengaluru,South,Inbound,SUP_12,,2026-05-29,2026-05-30,250,465.49,626,876,Completed
MOV002445,SKU_0087,WH_03,Delhi,North,Outbound,,CUST_014,2026-03-08,2026-03-10,475,1307.88,3219,2744,Completed
MOV000153,SKU_0097,WH_02,Mumbai,West,Inbound,SUP_03,,2026-06-29,2026-07-01,186,1176.84,2940,3126,Completed
MOV001825,SKU_0092,WH_04,Kolkata,East,Inbound,SUP_07,,2026-05-19,2026-05-20,449,850.13,368,,Completed
MOV001923,SKU_0262,WH_04,Kolkata,East,Outbound,,CUST_045,2026-02-21,2026-02-24,393,672.65,4761,,Completed
MOV000494,SKU_0074,WH_04,Kolkata,East,Transfer,,,2026-04-29,2026-05-02,403,1622.42,1611,,Discrepancy
MOV001437,SKU_0038,WH_01,Bengaluru,South,Inbound,SUP_06,,2026-06-19,2026-06-22,427,327.91,3733,4160,Completed
MOV002391,SKU_0163,WH_02,Mumbai,West,Outbound,,CUST_044,2026-04-26,2026-04-27,26,768.55,2422,2396,Completed
MOV003640,SKU_0035,WH_05,Hyderabad,South,Inbound,SUP_02,,2026-04-07,2026-04-08,23,1284.54,1284,1307,Completed
MOV002661,SKU_0067,WH_05,Hyderabad,South,Adjustment,,,2026-06-29,2026-06-29,366,889.11,3122,2756,Completed
